Sexo,Altura,Peso
M,1.83,98.06
M,1.76,85.21
M,1.8,91.05
M,1.79,82.35
M,1.72,85.89
M,1.86,92.31
M,1.91,99.12
M,1.83,93.09
M,1.68,80.05
M,1.56,70.96
M,1.82,90.64
M,1.58,67.54
M,1.72,84.64
M,1.77,91.39
M,1.59,68.34
M,1.81,89.57
M,1.71,85.14
M,1.72,87.18
M,1.75,79.51
M,1.74,91.53
M,1.7,92.3
M,1.7,84.98
M,1.71,79.1
M,1.74,81.55
M,1.81,89.82
M,1.86,95.5
M,1.76,76.88
M,1.81,99.94
M,1.67,77.74
M,1.84,94.52
M,1.7,80.77
M,1.8,87.24
M,1.77,85.74
M,1.67,80.83
M,1.79,83.68
M,1.81,89.76
M,1.77,83.84
M,1.71,79.77
M,1.65,63.73
M,1.75,85.08
M,1.79,83.66
M,1.79,86.54
M,1.72,80.3
M,1.77,84.49
M,1.61,72.79
M,1.69,74.41
M,1.8,87.04
M,1.71,82.27
M,1.78,102.42
M,1.76,89.01
M,1.74,84.83
M,1.81,89.18
M,1.91,99.38
M,1.73,79.03
M,1.69,71.99
M,1.79,84.35
M,1.7,72.46
M,1.71,81.14
M,1.84,91.25
M,1.83,79.45
M,1.79,86.09
M,1.74,86.34
M,1.73,87.34
M,1.61,61.99
M,1.61,73.29
M,1.76,88.59
M,1.75,88.26
M,1.8,80.99
M,1.78,88.96
M,1.75,81.36
M,1.75,85.1
M,1.83,92.85
M,1.73,88.27
M,1.81,89.21
M,1.85,90.95
M,1.74,84.56
M,1.79,90.88
M,1.79,95.12
M,1.55,57.07
M,1.79,92.79
M,1.72,87.25
M,1.83,101.88
M,1.78,90.13
M,1.66,73.81
M,1.76,84.97
M,1.78,85.62
M,1.75,90.99
M,1.75,88.12
M,1.66,85.42
M,1.78,79.85
M,1.88,99.11
M,1.86,101.23
M,1.75,81.86
M,1.76,86.82
M,1.82,95.48
M,1.75,89.07
M,1.76,93.47
M,1.64,75.95
M,1.76,85.06
M,1.82,92.11
M,1.81,93.23
M,1.75,84.69
M,1.79,94.14
M,1.81,91.45
M,1.82,92.03
M,1.62,69.8
M,1.72,73.71
M,1.8,87.53
M,1.73,84.5
M,1.73,81.3
M,1.68,72.12
M,1.64,80.38
M,1.64,73.31
M,1.71,72.01
M,1.83,83.77
M,1.73,75.88
M,1.76,84.77
M,1.82,88.99
M,1.72,78.33
M,1.73,93.39
M,1.75,87.13
M,1.59,63.19
M,1.62,76.69
M,1.81,85.81
M,1.78,91.44
M,1.78,88.04
M,1.73,76.27
M,1.8,84.35
M,1.8,93.66
M,1.78,84.41
M,1.54,63.57
M,1.82,90.69
M,1.8,89.47
M,1.8,94.15
M,1.78,82.94
M,1.83,98.0
M,1.72,76.08
M,1.72,81.67
M,1.82,86.36
M,1.84,89.13
M,1.78,85.54
M,1.85,98.53
M,1.78,89.43
M,1.74,80.15
M,1.58,65.52
M,1.76,99.29
M,1.82,92.46
M,1.83,93.41
M,1.84,92.7
M,1.72,80.88
M,1.77,90.77
M,1.73,78.82
M,1.82,92.07
M,1.66,66.18
M,1.64,75.35
M,1.74,90.85
M,1.91,100.78
M,1.79,98.72
M,1.8,88.55
M,1.71,80.81
M,1.7,84.53
M,1.84,92.69
M,1.72,77.89
M,1.82,90.77
M,1.54,69.1
M,1.73,82.3
M,1.74,79.84
M,1.72,84.24
M,1.83,93.74
M,1.76,85.0
M,1.76,90.82
M,1.7,81.93
M,1.72,85.17
M,1.87,93.2
M,1.78,90.33
M,1.73,85.24
M,1.9,113.54
M,1.67,83.52
M,1.72,84.89
M,1.53,60.3
M,1.79,87.88
M,1.65,75.22
M,1.68,81.9
M,1.75,87.0
M,1.7,84.27
M,1.76,94.88
M,1.77,83.31
M,1.73,92.18
M,1.8,86.64
M,1.72,86.62
M,1.67,77.21
M,1.79,88.53
M,1.74,89.23
M,1.71,75.27
M,1.61,71.44
M,1.77,91.38
M,1.76,85.38
M,1.77,83.49
M,1.73,74.25
M,1.83,93.95
M,1.85,95.76
M,1.87,93.73
M,1.7,77.8
M,1.66,75.58
M,1.62,71.4
M,1.72,86.14
M,1.72,82.89
M,1.68,74.71
M,1.76,91.14
M,1.67,79.06
M,1.73,88.2
M,1.91,96.16
M,1.72,84.95
M,1.72,79.65
M,1.68,73.76
M,1.64,73.89
M,1.76,81.88
M,1.72,83.92
M,1.71,77.34
M,1.76,86.29
M,1.84,94.94
M,1.71,82.84
M,1.77,89.12
M,1.82,97.92
M,1.65,76.84
M,1.52,66.65
M,1.81,87.35
M,1.75,91.96
M,1.86,95.91
M,1.74,82.07
M,1.88,95.27
M,1.71,79.21
M,1.73,85.82
M,1.76,85.34
M,1.74,69.61
M,1.69,81.23
M,1.75,84.38
M,1.7,80.77
M,1.65,74.52
M,1.81,96.43
M,1.74,79.22
M,1.77,89.1
M,1.87,98.36
M,1.75,83.27
M,1.74,88.5
M,1.72,75.43
M,1.67,81.18
M,1.64,71.17
M,1.78,87.05
M,1.81,90.0
M,1.8,83.09
M,1.65,71.94
M,1.76,84.63
M,1.78,89.87
M,1.73,83.76
M,1.75,75.41
M,1.79,86.04
M,1.76,90.42
M,1.77,86.86
M,1.71,82.35
M,1.63,75.6
M,1.69,87.09
M,1.78,90.78
M,1.69,77.43
M,1.56,61.99
M,1.73,88.07
M,1.75,99.02
M,1.77,88.84
M,1.77,82.4
M,1.75,82.01
M,1.79,93.23
M,1.75,83.19
M,1.73,83.46
M,1.78,87.08
M,1.83,87.9
M,1.81,91.04
M,1.74,80.92
M,1.68,74.29
M,1.75,93.9
M,1.74,84.16
M,1.83,97.02
M,1.66,78.23
M,1.79,95.61
M,1.82,95.15
M,1.8,97.64
M,1.77,87.07
M,1.76,90.81
M,1.83,90.6
M,1.67,86.89
M,1.67,76.07
M,1.79,92.92
M,1.65,75.92
M,1.78,97.07
M,1.62,66.76
M,1.69,80.81
M,1.88,109.25
M,1.75,95.76
M,1.77,89.13
M,1.71,77.33
M,1.89,96.93
M,1.78,81.75
M,1.74,81.61
M,1.72,80.87
M,1.79,91.35
M,1.78,86.36
M,1.76,86.98
M,1.8,88.08
M,1.62,72.4
M,1.79,91.53
M,1.76,84.22
M,1.73,82.7
M,1.7,80.56
M,1.69,81.8
M,1.77,83.37
M,1.69,71.54
M,1.79,93.11
M,1.63,74.38
M,1.65,65.56
M,1.73,80.69
M,1.82,94.2
M,1.74,83.69
M,1.8,85.6
M,1.8,87.75
M,1.82,94.66
M,1.66,73.61
M,1.73,87.75
M,1.78,82.74
M,1.69,75.47
M,1.84,92.07
M,1.8,88.31
M,1.73,77.7
M,1.81,91.29
M,1.74,87.24
M,1.76,88.2
M,1.77,90.49
M,1.74,84.42
M,1.68,81.99
M,1.78,96.83
M,1.83,91.58
M,1.78,86.05
M,1.65,71.49
M,1.73,80.28
M,1.77,93.92
M,1.86,94.74
M,1.61,71.11
M,1.58,58.64
M,1.83,91.66
M,1.88,100.81
M,1.78,98.4
M,1.83,91.57
M,1.72,79.45
M,1.72,84.39
M,1.81,85.71
M,1.85,99.35
M,1.76,87.51
M,1.71,85.37
M,1.71,81.68
M,1.61,68.42
M,1.65,79.34
M,1.76,87.53
M,1.75,84.72
M,1.75,85.31
M,1.75,78.19
M,1.71,88.52
M,1.66,69.07
M,1.76,78.99
M,1.64,71.21
M,1.74,87.1
M,1.7,82.55
M,1.7,76.16
M,1.7,86.09
M,1.79,88.09
M,1.66,79.9
M,1.7,72.26
M,1.69,78.71
M,1.82,93.24
M,1.62,73.95
M,1.56,67.07
M,1.8,91.67
M,1.69,75.7
M,1.75,76.44
M,1.71,85.62
M,1.81,96.08
M,1.82,92.48
M,1.86,98.16
M,1.62,73.39
M,1.8,88.45
M,1.78,92.29
M,1.71,77.73
M,1.76,84.87
M,1.74,86.08
M,1.8,90.93
M,1.69,71.43
M,1.72,78.76
M,1.73,83.24
M,1.76,87.64
M,1.77,85.65
M,1.68,79.83
M,1.84,99.39
M,1.81,86.17
M,1.81,89.84
M,1.64,74.87
M,1.77,84.54
M,1.77,85.14
M,1.7,71.42
M,1.77,84.24
M,1.66,71.68
M,1.63,62.63
M,1.73,82.28
M,1.77,80.46
M,1.73,86.9
M,1.71,82.96
M,1.82,87.6
M,1.82,82.23
M,1.74,80.97
M,1.74,84.96
M,1.71,87.52
M,1.76,85.92
M,1.83,88.39
M,1.81,89.34
M,1.76,79.55
M,1.75,89.02
M,1.7,84.87
M,1.83,90.28
M,1.76,93.44
M,1.72,83.55
M,1.64,72.15
M,1.75,81.96
M,1.76,87.43
M,1.6,73.79
M,1.77,89.64
M,1.78,88.51
M,1.64,66.11
M,1.93,112.21
M,1.68,75.3
M,1.73,81.38
M,1.82,90.59
M,1.71,90.06
M,1.78,88.99
M,1.84,93.62
M,1.79,86.34
M,1.63,74.68
M,1.73,86.0
M,1.71,81.45
M,1.77,85.71
M,1.69,81.43
M,1.76,92.8
M,1.78,86.56
M,1.59,69.8
M,1.8,95.33
M,1.65,76.48
M,1.76,93.71
M,1.87,96.05
M,1.72,80.45
M,1.81,87.5
M,1.72,80.79
M,1.72,72.16
M,1.73,77.35
M,1.85,93.28
M,1.77,83.13
M,1.73,85.36
M,1.74,87.27
M,1.71,84.39
M,1.79,83.69
M,1.87,95.83
M,1.59,66.08
M,1.66,73.17
M,1.84,95.78
M,1.74,82.35
M,1.71,73.69
M,1.55,63.42
M,1.86,96.27
M,1.65,71.52
M,1.82,100.13
M,1.79,84.1
M,1.71,82.51
M,1.73,82.86
M,1.78,95.93
M,1.79,89.48
M,1.72,82.83
M,1.84,92.27
M,1.78,87.65
M,1.8,96.21
M,1.76,84.53
M,1.66,84.49
M,1.78,78.94
M,1.76,81.97
M,1.72,83.15
M,1.84,90.29
M,1.8,89.15
M,1.99,115.16
M,1.69,71.16
M,1.75,89.61
M,1.72,79.95
M,1.83,92.82
M,1.72,80.64
M,1.81,90.98
M,1.67,77.21
M,1.71,83.96
M,1.69,77.8
M,1.76,79.9
M,1.65,70.93
M,1.71,76.4
M,1.77,92.18
M,1.86,100.79
M,1.68,74.19
M,1.77,81.86
M,1.82,85.74
M,1.85,100.09
M,1.87,103.54
M,1.7,74.06
M,1.81,88.03
M,1.81,95.37
M,1.73,82.11
M,1.64,70.7
M,1.9,96.76
M,1.72,73.91
M,1.76,84.33
M,1.8,89.22
M,1.75,86.88
M,1.75,78.16
M,1.74,86.53
M,1.7,79.0
M,1.77,88.32
M,1.75,87.16
M,1.82,89.13
M,1.88,97.22
M,1.69,79.26
M,1.57,63.86
M,1.7,75.56
M,1.6,71.81
M,1.83,92.01
M,1.9,95.78
M,1.79,84.25
M,1.66,81.41
M,1.84,90.95
M,1.71,74.65
M,1.54,56.07
M,1.62,69.19
M,1.61,72.86
M,1.83,94.07
M,1.78,91.1
M,1.74,87.96
M,1.68,76.33
M,1.68,78.35
M,1.78,82.86
M,1.71,84.05
M,1.76,89.12
M,1.67,76.6
M,1.74,83.27
M,1.8,89.84
M,1.72,80.4
M,1.69,78.5
M,1.67,84.33
M,1.77,82.81
M,1.73,77.98
M,1.77,83.63
M,1.75,78.85
M,1.77,92.28
M,1.72,77.16
M,1.76,82.35
M,1.77,81.72
M,1.77,88.85
M,1.81,87.47
M,1.66,72.06
M,1.71,85.82
M,1.77,87.05
M,1.74,85.2
M,1.78,85.69
M,1.73,90.72
M,1.74,85.14
M,1.66,73.36
M,1.77,84.22
M,1.83,96.05
M,1.84,84.45
M,1.75,83.61
M,1.77,93.37
M,1.71,81.15
M,1.8,88.17
M,1.65,80.61
M,1.84,90.34
M,1.67,67.3
M,1.83,92.09
M,1.61,71.11
M,1.83,95.0
M,1.73,87.33
M,1.72,79.95
M,1.7,75.66
M,1.62,66.16
M,1.76,85.06
M,1.78,91.57
M,1.69,73.28
M,1.72,76.68
M,1.69,83.33
M,1.81,89.75
M,1.81,95.78
M,1.76,88.96
M,1.8,90.63
M,1.73,81.15
M,1.74,77.34
M,1.58,68.36
M,1.66,76.34
M,1.81,83.61
M,1.75,89.99
M,1.68,80.09
M,1.8,93.33
M,1.65,75.63
M,1.73,89.57
M,1.59,75.34
M,1.63,71.0
M,1.76,81.0
M,1.68,84.96
M,1.78,82.96
M,1.8,83.34
M,1.77,80.96
M,1.75,88.64
M,1.72,85.13
M,1.75,86.49
M,1.75,79.1
M,1.72,78.88
M,1.71,80.33
M,1.83,85.81
M,1.68,81.78
M,1.71,84.16
M,1.82,93.4
M,1.66,78.38
M,1.73,84.67
M,1.87,101.28
M,1.72,82.67
M,1.71,85.47
M,1.82,96.64
M,1.78,90.71
M,1.72,82.45
M,1.81,87.58
M,1.73,83.7
M,1.76,89.52
M,1.78,89.19
M,1.77,83.48
M,1.77,80.28
M,1.66,86.15
M,1.73,81.02
M,1.7,78.23
M,1.82,91.12
M,1.71,79.22
M,1.81,91.06
M,1.77,82.52
M,1.7,77.24
M,1.78,84.73
M,1.79,90.88
M,1.73,76.17
M,1.77,86.95
M,1.79,83.77
M,1.77,83.84
M,1.72,75.54
M,1.83,94.16
M,1.91,104.77
M,1.74,82.32
M,1.82,87.74
M,1.74,80.44
M,1.77,86.3
M,1.83,103.51
M,1.78,87.53
M,1.83,92.1
M,1.64,78.73
M,1.72,75.83
M,1.71,74.78
M,1.77,84.78
M,1.73,83.57
M,1.68,79.97
M,1.85,87.58
M,1.73,91.06
M,1.7,82.5
M,1.81,91.37
M,1.77,81.54
M,1.88,103.34
M,1.81,95.56
M,1.62,70.04
M,1.66,73.94
M,1.71,88.84
M,1.63,69.29
M,1.84,90.14
M,1.71,75.96
M,1.69,80.41
M,1.76,90.04
M,1.84,85.77
M,1.78,88.86
M,1.82,97.42
M,1.81,93.35
M,1.69,77.14
M,1.86,99.22
M,1.82,94.86
M,1.74,78.14
M,1.9,107.76
M,1.6,74.64
M,1.8,86.43
M,1.75,82.44
M,1.7,77.78
M,1.77,86.22
M,1.87,100.93
M,1.66,83.65
M,1.74,86.81
M,1.76,84.21
M,1.79,95.34
M,1.87,91.82
M,1.71,65.44
M,1.84,84.92
M,1.83,98.66
M,1.75,82.96
M,1.69,79.46
M,1.8,82.55
M,1.79,92.19
M,1.77,85.39
M,1.7,74.63
M,1.67,69.42
M,1.8,99.7
M,1.8,84.32
M,1.74,86.91
M,1.77,89.23
M,1.71,83.25
M,1.7,80.26
M,1.7,80.43
M,1.81,85.26
M,1.58,66.24
M,1.76,82.92
M,1.78,78.83
M,1.8,88.17
M,1.69,78.72
M,1.65,68.69
M,1.77,89.85
M,1.68,91.68
M,1.86,93.24
M,1.75,84.03
M,1.82,89.52
M,1.71,76.62
M,1.78,91.47
M,1.86,91.76
M,1.92,104.52
M,1.81,97.19
M,1.73,87.16
M,1.7,82.02
M,1.77,84.63
M,1.66,77.99
M,1.81,92.18
M,1.82,92.33
M,1.66,73.01
M,1.77,84.87
M,1.88,99.66
M,1.67,79.27
M,1.85,95.14
M,1.78,93.7
M,1.68,81.01
M,1.67,75.52
M,1.55,67.98
M,1.87,97.16
M,1.82,96.93
M,1.88,92.7
M,1.81,94.35
M,1.75,93.82
M,1.67,73.06
M,1.82,90.85
M,1.69,76.11
M,1.7,83.51
M,1.82,93.33
M,1.64,78.88
M,1.77,80.11
M,1.6,72.19
M,1.73,78.59
M,1.75,88.5
M,1.82,96.66
M,1.75,83.75
M,1.8,93.15
M,1.68,86.76
M,1.8,94.01
M,1.68,76.77
M,1.69,79.4
M,1.64,74.43
M,1.74,90.48
M,1.75,80.83
M,1.83,87.76
M,1.83,95.66
M,1.73,83.75
M,1.78,94.37
M,1.84,97.65
M,1.79,89.74
M,1.77,89.36
M,1.77,86.25
M,1.71,77.06
M,1.68,74.06
M,1.68,76.32
M,1.82,86.34
M,1.94,96.94
M,1.61,71.97
M,1.75,80.65
M,1.85,95.48
M,1.7,79.42
M,1.75,84.75
M,1.71,74.48
M,1.75,84.38
M,1.81,88.97
M,1.7,79.08
M,1.7,80.24
M,1.88,102.03
M,1.75,96.68
M,1.77,88.55
M,1.64,77.74
M,1.61,69.91
M,1.68,81.54
M,1.75,90.62
M,1.65,69.69
M,1.77,83.97
M,1.66,77.62
M,1.65,73.35
M,1.68,84.36
M,1.84,101.94
M,1.61,70.5
M,1.73,84.15
M,1.75,86.79
M,1.75,77.97
M,1.65,80.25
M,1.81,88.18
M,1.84,103.76
M,1.76,79.58
M,1.73,92.02
M,1.72,80.12
M,1.82,96.65
M,1.76,80.37
M,1.76,96.12
M,1.8,88.8
M,1.74,87.03
M,1.75,75.93
M,1.85,95.35
M,1.78,96.92
M,1.72,77.67
M,1.77,96.04
M,1.72,85.55
M,1.7,84.82
M,1.74,87.32
M,1.73,87.75
M,1.68,80.87
M,1.81,80.7
M,1.76,76.5
M,1.72,82.65
M,1.77,89.77
M,1.69,85.83
M,1.83,95.57
M,1.75,89.18
M,1.76,82.61
M,1.77,78.42
M,1.78,88.09
M,1.89,103.28
M,1.69,74.49
M,1.78,86.55
M,1.65,75.95
M,1.68,84.23
M,1.77,82.2
M,1.83,96.21
M,1.77,82.17
M,1.83,87.03
M,1.84,93.76
M,1.84,89.96
M,1.68,75.04
M,1.71,79.09
M,1.89,106.5
M,1.78,84.71
M,1.79,89.15
M,1.86,101.76
M,1.72,77.31
M,1.68,76.18
M,1.71,86.52
M,1.58,59.99
M,1.75,86.28
M,1.72,78.3
M,1.73,80.57
M,1.83,96.67
M,1.95,114.04
M,1.71,85.71
M,1.7,82.66
M,1.82,98.6
M,1.72,78.74
M,1.65,75.34
M,1.76,95.47
M,1.78,90.1
M,1.67,72.25
M,1.68,79.84
M,1.68,75.16
M,1.77,82.17
M,1.74,83.08
M,1.7,74.79
M,1.74,83.19
M,1.7,75.49
M,1.62,72.08
M,1.77,89.44
M,1.84,93.24
M,1.81,90.46
M,1.68,81.3
M,1.73,82.91
M,1.76,90.87
M,1.72,79.07
M,1.83,98.91
M,1.81,92.0
M,1.87,101.89
M,1.78,79.68
M,1.83,98.75
M,1.75,80.89
M,1.76,93.12
M,1.66,71.98
M,1.76,93.81
M,1.72,92.28
M,1.72,83.22
M,1.71,75.47
M,1.79,82.57
M,1.75,77.41
M,1.81,91.87
M,1.7,85.17
M,1.66,71.26
M,1.79,87.45
M,1.73,82.38
M,1.8,94.9
M,1.63,76.56
M,1.66,78.87
M,1.73,75.53
M,1.78,83.36
M,1.86,101.93
M,1.87,99.07
M,1.82,96.94
M,1.87,94.51
M,1.89,96.7
M,1.77,88.44
M,1.81,87.71
M,1.75,84.59
M,1.7,79.93
M,1.79,97.19
M,1.7,69.49
M,1.72,76.44
M,1.76,79.31
M,1.7,78.52
M,1.76,85.96
M,1.71,84.91
M,1.71,81.22
M,1.73,82.32
M,1.75,87.28
M,1.81,89.13
M,1.77,81.84
M,1.82,95.97
M,1.65,73.54
M,1.75,87.62
M,1.69,83.8
M,1.64,74.23
M,1.72,84.59
M,1.77,91.56
M,1.69,82.91
M,1.75,83.12
M,1.75,91.73
M,1.68,76.37
M,1.79,96.36
M,1.79,89.89
M,1.62,69.97
M,1.79,83.63
M,1.84,101.97
M,1.84,91.1
M,1.6,65.66
M,1.7,78.44
M,1.99,111.46
M,1.74,88.12
M,1.65,67.73
M,1.82,93.88
M,1.72,86.34
M,1.81,94.29
M,1.78,91.14
M,1.87,100.11
M,1.61,72.25
M,1.69,82.52
M,1.78,84.3
M,1.82,90.11
M,1.83,95.42
M,1.72,81.68
M,1.79,87.31
M,1.81,91.58
M,1.72,80.44
M,1.9,102.97
M,1.72,91.82
M,1.71,76.0
M,1.86,98.62
M,1.63,79.32
M,1.85,96.32
M,1.74,90.64
M,1.79,92.49
M,1.75,70.45
M,1.78,87.4
M,1.77,90.57
M,1.8,93.26
M,1.66,78.84
M,1.7,85.34
M,1.78,90.58
M,1.75,87.26
M,1.63,69.45
M,1.8,89.03
M,1.61,76.63
M,1.76,97.33
M,1.75,80.29
M,1.76,82.59
M,1.75,80.39
M,1.73,80.09
M,1.86,91.73
M,1.77,91.27
M,1.88,95.37
M,1.83,99.01
M,1.75,84.31
M,1.82,94.28
M,1.76,88.59
M,1.59,70.05
M,1.6,63.45
M,1.72,89.77
M,1.85,96.03
M,1.68,83.11
M,1.69,82.9
M,1.67,80.44
M,1.71,72.37
M,1.62,71.12
M,1.75,74.71
M,1.72,80.56
M,1.94,107.11
M,1.8,89.46
M,1.78,88.99
M,1.77,90.88
M,1.87,97.59
M,1.82,94.66
M,1.67,84.75
M,1.69,81.02
M,1.81,95.34
M,1.69,70.65
M,1.82,92.36
M,1.86,94.2
M,1.74,91.56
M,1.84,96.04
M,1.88,102.2
M,1.84,79.45
M,1.77,83.53
M,1.57,64.52
M,1.69,77.89
M,1.68,87.06
M,1.78,81.0
M,1.77,85.43
M,1.79,93.7
M,1.78,91.34
M,1.81,91.84
M,1.64,72.68
M,1.59,67.17
M,1.71,79.57
M,1.85,101.74
M,1.74,82.63
M,1.65,72.05
M,1.62,67.54
M,1.83,92.55
M,1.78,97.02
M,1.78,86.55
M,1.85,96.81
M,1.75,87.57
M,1.77,90.26
M,1.8,92.47
M,1.8,93.3
M,1.78,83.38
M,1.76,92.24
M,1.75,92.64
M,1.9,101.74
M,1.77,85.63
M,1.83,94.18
M,1.82,93.86
M,1.84,87.05
M,1.8,92.83
M,1.75,87.48
M,1.71,89.6
M,1.82,90.67
M,1.75,85.03
M,1.68,75.57
M,1.76,82.73
M,1.66,72.55
M,1.62,70.75
M,1.66,70.89
M,1.75,77.91
M,1.68,75.92
M,1.76,94.79
M,1.72,83.97
M,1.75,78.44
M,1.82,91.86
M,1.64,77.06
M,1.81,92.25
M,1.71,79.67
M,1.65,73.79
M,1.67,80.89
M,1.62,67.73
M,1.75,78.84
M,1.87,95.08
M,1.78,86.58
M,1.62,66.86
M,1.7,87.03
M,1.76,88.2
M,1.76,90.24
M,1.71,81.32
M,1.64,76.66
M,1.62,64.56
M,1.8,96.5
M,1.81,89.09
M,1.7,77.89
M,1.59,63.52
M,1.79,91.29
M,1.69,78.96
M,1.93,104.0
M,1.82,96.55
M,1.75,88.37
M,1.81,101.76
M,1.81,95.27
M,1.73,86.9
M,1.77,79.02
M,1.95,112.99
M,1.7,82.67
M,1.69,73.29
M,1.68,77.47
M,1.73,77.8
M,1.82,87.26
M,1.71,80.84
M,1.74,85.54
M,1.66,86.18
M,1.94,110.34
M,1.78,97.14
M,1.56,61.9
M,1.76,90.14
M,1.62,70.39
M,1.7,79.64
M,1.75,87.28
M,1.75,84.5
M,1.7,83.32
M,1.72,86.05
M,1.75,83.05
M,1.67,66.31
M,1.71,82.99
M,1.73,92.84
M,1.72,79.81
M,1.82,89.14
M,1.7,82.8
M,1.74,83.8
M,1.76,83.51
M,1.73,80.98
M,1.79,82.18
M,1.76,90.64
M,1.64,75.8
M,1.77,93.71
M,1.79,90.23
M,1.73,86.11
M,1.7,83.12
M,1.69,75.05
M,1.78,84.95
M,1.88,100.84
M,1.75,78.59
M,1.75,85.72
M,1.88,96.91
M,1.76,87.87
M,1.75,79.11
M,1.79,92.16
M,1.88,92.72
M,1.8,90.18
M,1.83,92.24
M,1.61,66.88
M,1.73,82.39
M,1.74,86.35
M,1.74,85.43
M,1.69,78.25
M,1.58,63.71
M,1.85,100.59
M,1.75,78.36
M,1.75,89.03
M,1.68,74.14
M,1.8,91.33
M,1.87,90.21
M,1.85,91.16
M,1.78,89.33
M,1.71,84.79
M,1.65,71.22
M,1.77,82.19
M,1.83,85.81
M,1.85,95.28
M,1.78,89.23
M,1.87,98.71
M,1.67,76.96
M,1.71,83.55
M,1.68,82.51
M,1.75,79.18
M,1.88,104.13
M,1.76,87.47
M,1.79,90.67
M,1.73,77.77
M,1.8,86.49
M,1.81,89.54
M,1.72,83.31
M,1.79,87.69
M,1.75,82.28
M,1.66,74.62
M,1.77,87.75
M,1.69,78.16
M,1.73,88.44
M,1.86,92.11
M,1.56,58.38
M,1.75,80.31
M,1.77,81.49
M,1.83,92.52
M,1.74,80.77
M,1.84,91.09
M,1.74,84.16
M,1.75,88.12
M,1.8,90.56
M,1.86,100.44
M,1.68,85.36
M,1.71,78.53
M,1.87,91.26
M,1.77,86.86
M,1.66,75.22
M,1.75,92.35
M,1.88,96.23
M,1.71,71.86
M,1.77,92.88
M,1.67,71.75
M,1.76,82.4
M,1.64,78.39
M,1.67,76.19
M,1.68,72.42
M,1.68,77.87
M,1.81,94.81
M,1.67,73.79
M,1.83,96.7
M,1.71,83.78
M,1.75,79.93
M,1.69,75.46
M,1.86,91.35
M,1.74,86.64
M,1.82,88.46
M,1.81,96.15
M,1.7,76.15
M,1.81,97.59
M,1.67,77.37
M,1.71,88.66
M,1.67,73.98
M,1.86,101.54
M,1.65,74.85
M,1.65,70.88
M,1.83,90.7
M,1.7,79.92
M,1.69,81.21
M,1.75,80.22
M,1.83,93.71
M,1.89,97.63
M,1.82,90.4
M,1.67,78.2
M,1.75,87.13
M,1.64,66.84
M,1.8,83.52
M,1.71,78.49
M,1.75,78.63
M,1.8,82.11
M,1.62,73.59
M,1.77,83.36
M,1.77,93.73
M,1.65,75.88
M,1.81,95.4
M,1.85,96.52
M,1.69,76.75
M,1.76,77.74
M,1.62,74.6
M,1.83,96.13
M,1.8,94.57
M,1.75,79.89
M,1.91,99.28
M,1.69,80.54
M,1.86,88.42
M,1.67,79.63
M,1.74,79.18
M,1.76,84.46
M,1.72,78.88
M,1.75,85.45
M,1.74,90.67
M,1.8,86.0
M,1.8,93.75
M,1.76,85.57
M,1.9,112.87
M,1.73,83.34
M,1.79,89.09
M,1.71,76.44
M,1.65,80.87
M,1.79,89.06
M,1.79,89.04
M,1.84,90.23
M,1.78,93.19
M,1.91,108.56
M,1.65,77.13
M,1.76,86.82
M,1.72,84.97
M,1.82,97.65
M,1.83,92.74
M,1.87,103.08
M,1.66,82.27
M,1.86,90.72
M,1.87,89.63
M,1.64,78.92
M,1.68,82.54
M,1.67,80.58
M,1.74,81.27
M,1.7,82.99
M,1.74,83.59
M,1.81,104.16
M,1.81,90.62
M,1.74,83.07
M,1.84,92.88
M,1.77,84.68
M,1.69,76.22
M,1.72,81.71
M,1.79,85.46
M,1.71,75.88
M,1.82,87.74
M,1.68,82.87
M,1.73,86.29
M,1.72,82.37
M,1.65,83.35
M,1.77,84.56
M,1.67,77.43
M,1.8,97.55
M,1.81,88.66
M,1.88,101.43
M,1.82,97.72
M,1.67,76.4
M,1.75,89.06
M,1.73,83.31
M,1.65,74.54
M,1.87,101.42
M,1.76,79.96
M,1.75,82.0
M,1.72,76.45
M,1.7,79.3
M,1.76,85.31
M,1.78,90.44
M,1.66,78.56
M,1.64,74.13
M,1.9,103.98
M,1.71,75.44
M,1.77,93.74
M,1.86,97.98
M,1.78,87.33
M,1.83,82.21
M,1.82,94.21
M,1.73,86.39
M,1.75,85.62
M,1.75,90.55
M,1.77,88.69
M,1.68,75.32
M,1.63,74.71
M,1.8,92.52
M,1.78,84.93
M,1.72,76.85
M,1.7,79.73
M,1.82,94.32
M,1.82,89.78
M,1.71,87.35
M,1.66,73.94
M,1.76,92.97
M,1.69,76.12
M,1.72,78.64
M,1.86,93.45
M,1.75,84.1
M,1.87,90.49
M,1.77,89.51
M,1.67,74.51
M,1.91,93.67
M,1.66,81.87
M,1.78,90.29
M,1.83,88.71
M,1.8,87.43
M,1.84,102.34
M,1.53,69.77
M,1.81,87.54
M,1.74,74.11
M,1.79,85.05
M,1.78,99.72
M,1.7,79.44
M,1.69,79.39
M,1.67,73.71
M,1.66,76.83
M,1.74,88.42
M,1.76,79.75
M,1.87,99.13
M,1.72,83.99
M,1.77,90.82
M,1.74,87.24
M,1.75,84.52
M,1.74,84.53
M,1.78,83.52
M,1.67,71.12
M,1.68,74.31
M,1.72,80.58
M,1.74,82.62
M,1.85,97.72
